asset_class,market,symbol,yf_ticker,name,gics_sector,industry,currency,market_cap_tier,market_cap_usd_bn
Equity,South Africa,ISA,ISA.JO,ISA Holdings Limited,Industrials,Facilities & Cleaning Services,ZAR,Micro Cap,0.02
Equity,South Africa,RTN,RTN.JO,Rex Trueform Group Limited,Consumer Discretionary,Apparel Manufacturing,ZAR,Micro Cap,0.02
Equity,South Africa,RTO,RTO.JO,Rex Trueform Group Limited,Consumer Discretionary,Apparel Manufacturing,ZAR,Micro Cap,0.02
Equity,South Africa,PPR,PPR.JO,Putprop Limited,Real Estate,Diversified REITs,ZAR,Micro Cap,0.02
Equity,South Africa,CCC,CCC.JO,Cilo Cybin Holdings Limited,Health Care,Pharmaceuticals (Cannabis),ZAR,Micro Cap,0.02
Equity,South Africa,TTO,TTO.JO,Trustco Group Holdings Limited,Financials,Diversified Financial Services,ZAR,Micro Cap,0.02
Equity,South Africa,DLT,DLT.JO,Delta Property Fund Limited,Real Estate,Diversified REITs,ZAR,Micro Cap,0.02
Equity,South Africa,CKS,CKS.JO,Crookes Brothers Limited,Consumer Staples,Agriculture,ZAR,Micro Cap,0.01
Equity,South Africa,CAC,CAC.JO,CAFCA Limited,Industrials,Electrical Cable Manufacturing,ZAR,Micro Cap,0.01
Equity,South Africa,TMT,TMT.JO,Trematon Capital Investments Limited,Financials,Investment Holding Companies,ZAR,Micro Cap,0.01
Equity,South Africa,ISB,ISB.JO,Insimbi Industrial Holdings Limited,Materials,Metal Recycling & Alloys,ZAR,Micro Cap,0.01
Equity,South Africa,RNG,RNG.JO,Randgold & Exploration Company Limited,Materials,Gold Mining,ZAR,Micro Cap,0.01
Equity,South Africa,MHB,MHB.JO,Mahube Infrastructure Limited,Utilities,Renewable Energy Investment,ZAR,Micro Cap,0.01
Equity,South Africa,HUG,HUG.JO,Huge Group Limited,Communication Services,Telecom Services,ZAR,Micro Cap,0.01
Equity,South Africa,PMV,PMV.JO,Primeserv Group Limited,Industrials,Staffing Services,ZAR,Micro Cap,0.01
Equity,South Africa,AON,AON.JO,African and Overseas Enterprises Limited,Consumer Discretionary,Textiles & Investment Holding,ZAR,Micro Cap,0.01
Equity,South Africa,AOO,AOO.JO,African and Overseas Enterprises Limited,Consumer Discretionary,Textiles & Investment Holding,ZAR,Micro Cap,0.01
Equity,South Africa,SOH,SOH.JO,South Ocean Holdings Limited,Consumer Discretionary,Consumer Products Manufacturing,ZAR,Micro Cap,0.01
Equity,South Africa,SEB,SEB.JO,Sebata Holdings Limited,Information Technology,Software (Municipal Services),ZAR,Micro Cap,0.01
Equity,South Africa,NCS,NCS.JO,Nictus Limited,Consumer Discretionary,Furniture Retail,ZAR,Micro Cap,0.01
Equity,South Africa,RHB,RHB.JO,RH Bophelo Limited,Health Care,Health Care Facilities & Investment,ZAR,Micro Cap,0.01
Equity,South Africa,BIK,BIK.JO,Brikor Limited,Materials,Building Materials,ZAR,Micro Cap,0.01
Equity,South Africa,XII,XII.JO,Numeral Limited,Information Technology,Software,ZAR,Micro Cap,0.01
Equity,South Africa,TRL,TRL.JO,Trellidor Holdings Limited,Industrials,Building Products (Security),ZAR,Micro Cap,0.01
Equity,South Africa,SKA,SKA.JO,Shuka Minerals Plc,Materials,Mining Exploration,ZAR,Micro Cap,0.0
Equity,South Africa,MTU,MTU.JO,Mantengu Limited,Materials,Mining (Chrome & Coal),ZAR,Micro Cap,0.0
Equity,South Africa,TLM,TLM.JO,TeleMasters Holdings Limited,Communication Services,Telecom Services,ZAR,Micro Cap,0.0
Equity,South Africa,BAC,BAC.JO,Africa Bitcoin Corporation Limited,Financials,Digital Assets & Investment,ZAR,Micro Cap,0.0
Equity,South Africa,LAB,LAB.JO,Labat Africa Limited,Health Care,Pharmaceuticals (Cannabis),ZAR,Micro Cap,0.0
Equity,South Africa,VIS,VIS.JO,Visual International Holdings Limited,Consumer Discretionary,Furniture Manufacturing,ZAR,Micro Cap,0.0
Equity,South Africa,EUZ,EUZ.JO,Europa Metals Limited,Materials,Mining Exploration,ZAR,Micro Cap,0.0
Equity,South Africa,EEL,EEL.JO,Efora Energy Limited,Energy,Oil & Gas Exploration & Production,ZAR,Micro Cap,0.0
Equity,South Africa,ADW,ADW.JO,African Dawn Capital Limited,Financials,Diversified Financial Services,ZAR,Micro Cap,0.0
Equity,South Africa,SXM,SXM.JO,Sable Exploration and Mining Limited,Materials,Mining Exploration,ZAR,Micro Cap,0.0
Equity,United States,AAPL,AAPL,Apple Inc.,Information Technology,Technology Hardware,USD,Mega Cap,3400.0
Equity,United States,MSFT,MSFT,Microsoft Corporation,Information Technology,Systems Software,USD,Mega Cap,3200.0
Equity,United States,NVDA,NVDA,NVIDIA Corporation,Information Technology,Semiconductors,USD,Mega Cap,3600.0
Equity,United States,GOOGL,GOOGL,Alphabet Inc.,Communication Services,Interactive Media,USD,Mega Cap,2400.0
Equity,United States,AMZN,AMZN,Amazon.com Inc.,Consumer Discretionary,Internet Retail,USD,Mega Cap,2300.0
Equity,United States,META,META,Meta Platforms Inc.,Communication Services,Interactive Media,USD,Mega Cap,1600.0
Equity,United States,AVGO,AVGO,Broadcom Inc.,Information Technology,Semiconductors,USD,Mega Cap,1300.0
Equity,United States,TSLA,TSLA,Tesla Inc.,Consumer Discretionary,Automobiles,USD,Mega Cap,1100.0
Equity,United States,ORCL,ORCL,Oracle Corporation,Information Technology,Software,USD,Mega Cap,550.0
Equity,United States,CRM,CRM,Salesforce Inc.,Information Technology,Software,USD,Mega Cap,290.0
Equity,United States,ADBE,ADBE,Adobe Inc.,Information Technology,Software,USD,Mega Cap,220.0
Equity,United States,AMD,AMD,Advanced Micro Devices,Information Technology,Semiconductors,USD,Mega Cap,260.0
Equity,United States,CSCO,CSCO,Cisco Systems Inc.,Information Technology,Communications Equipment,USD,Mega Cap,250.0
Equity,United States,IBM,IBM,International Business Machines,Information Technology,IT Services,USD,Mega Cap,230.0
Equity,United States,QCOM,QCOM,Qualcomm Inc.,Information Technology,Semiconductors,USD,Large Cap,190.0
Equity,United States,TXN,TXN,Texas Instruments,Information Technology,Semiconductors,USD,Large Cap,180.0
Equity,United States,INTC,INTC,Intel Corporation,Information Technology,Semiconductors,USD,Large Cap,110.0
Equity,United States,NFLX,NFLX,Netflix Inc.,Communication Services,Entertainment,USD,Mega Cap,400.0
Equity,United States,DIS,DIS,Walt Disney Company,Communication Services,Entertainment,USD,Mega Cap,210.0
Equity,United States,CMCSA,CMCSA,Comcast Corporation,Communication Services,Media,USD,Large Cap,150.0
Equity,United States,TMUS,TMUS,T-Mobile US Inc.,Communication Services,Wireless Telecom,USD,Mega Cap,260.0
Equity,United States,VZ,VZ,Verizon Communications,Communication Services,Telecom Services,USD,Large Cap,180.0
Equity,United States,T,T,AT&T Inc.,Communication Services,Telecom Services,USD,Large Cap,190.0
Equity,United States,JPM,JPM,JPMorgan Chase & Co.,Financials,Diversified Banks,USD,Mega Cap,700.0
Equity,United States,BAC,BAC,Bank of America Corp.,Financials,Diversified Banks,USD,Mega Cap,330.0
Equity,United States,WFC,WFC,Wells Fargo & Company,Financials,Diversified Banks,USD,Mega Cap,240.0
Equity,United States,GS,GS,Goldman Sachs Group,Financials,Investment Banking,USD,Mega Cap,220.0
Equity,United States,MS,MS,Morgan Stanley,Financials,Investment Banking,USD,Mega Cap,210.0
Equity,United States,C,C,Citigroup Inc.,Financials,Diversified Banks,USD,Large Cap,160.0
Equity,United States,V,V,Visa Inc.,Financials,Payments,USD,Mega Cap,650.0
Equity,United States,MA,MA,Mastercard Inc.,Financials,Payments,USD,Mega Cap,480.0
Equity,United States,AXP,AXP,American Express Co.,Financials,Consumer Finance,USD,Mega Cap,210.0
Equity,United States,BLK,BLK,BlackRock Inc.,Financials,Asset Management,USD,Large Cap,150.0
Equity,United States,SCHW,SCHW,Charles Schwab Corp.,Financials,Capital Markets,USD,Large Cap,160.0
Equity,United States,BRK-B,BRK-B,Berkshire Hathaway Inc.,Financials,Multi-line Insurance,USD,Mega Cap,1050.0
Equity,United States,PGR,PGR,Progressive Corporation,Financials,Property & Casualty Insurance,USD,Large Cap,150.0
Equity,United States,UNH,UNH,UnitedHealth Group Inc.,Health Care,Managed Health Care,USD,Mega Cap,320.0
Equity,United States,JNJ,JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,USD,Mega Cap,400.0
Equity,United States,LLY,LLY,Eli Lilly and Company,Health Care,Pharmaceuticals,USD,Mega Cap,800.0
Equity,United States,ABBV,ABBV,AbbVie Inc.,Health Care,Biotechnology,USD,Mega Cap,380.0
Equity,United States,PFE,PFE,Pfizer Inc.,Health Care,Pharmaceuticals,USD,Large Cap,150.0
Equity,United States,MRK,MRK,Merck & Co. Inc.,Health Care,Pharmaceuticals,USD,Mega Cap,260.0
Equity,United States,ABT,ABT,Abbott Laboratories,Health Care,Health Care Equipment,USD,Mega Cap,220.0
Equity,United States,TMO,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools,USD,Mega Cap,210.0
Equity,United States,DHR,DHR,Danaher Corporation,Health Care,Life Sciences Tools,USD,Large Cap,170.0
Equity,United States,AMGN,AMGN,Amgen Inc.,Health Care,Biotechnology,USD,Large Cap,160.0
Equity,United States,ISRG,ISRG,Intuitive Surgical,Health Care,Health Care Equipment,USD,Large Cap,190.0
Equity,United States,PG,PG,Procter & Gamble Co.,Consumer Staples,Household Products,USD,Mega Cap,400.0
Equity,United States,KO,KO,Coca-Cola Company,Consumer Staples,Soft Drinks,USD,Mega Cap,300.0
Equity,United States,PEP,PEP,PepsiCo Inc.,Consumer Staples,Soft Drinks,USD,Mega Cap,220.0
Equity,United States,COST,COST,Costco Wholesale Corp.,Consumer Staples,Food Retail,USD,Mega Cap,450.0
Equity,United States,WMT,WMT,Walmart Inc.,Consumer Staples,Food Retail,USD,Mega Cap,800.0
Equity,United States,PM,PM,Philip Morris International,Consumer Staples,Tobacco,USD,Mega Cap,250.0
Equity,United States,MO,MO,Altria Group Inc.,Consumer Staples,Tobacco,USD,Large Cap,90.0
Equity,United States,MDLZ,MDLZ,Mondelez International,Consumer Staples,Packaged Foods,USD,Large Cap,90.0
Equity,United States,CL,CL,Colgate-Palmolive Co.,Consumer Staples,Household Products,USD,Large Cap,75.0
Equity,United States,HD,HD,Home Depot Inc.,Consumer Discretionary,Home Improvement Retail,USD,Mega Cap,400.0
Equity,United States,LOW,LOW,Lowe's Companies Inc.,Consumer Discretionary,Home Improvement Retail,USD,Large Cap,140.0
Equity,United States,MCD,MCD,McDonald's Corporation,Consumer Discretionary,Restaurants,USD,Mega Cap,220.0
Equity,United States,SBUX,SBUX,Starbucks Corporation,Consumer Discretionary,Restaurants,USD,Large Cap,110.0
Equity,United States,NKE,NKE,Nike Inc.,Consumer Discretionary,Apparel,USD,Large Cap,100.0
Equity,United States,TJX,TJX,TJX Companies Inc.,Consumer Discretionary,Apparel Retail,USD,Large Cap,140.0
Equity,United States,BKNG,BKNG,Booking Holdings Inc.,Consumer Discretionary,Travel Services,USD,Large Cap,170.0
Equity,United States,XOM,XOM,Exxon Mobil Corporation,Energy,Integrated Oil & Gas,USD,Mega Cap,500.0
Equity,United States,CVX,CVX,Chevron Corporation,Energy,Integrated Oil & Gas,USD,Mega Cap,290.0
Equity,United States,COP,COP,ConocoPhillips,Energy,Oil & Gas E&P,USD,Large Cap,140.0
Equity,United States,SLB,SLB,Schlumberger (SLB),Energy,Oil & Gas Equipment,USD,Large Cap,60.0
Equity,United States,EOG,EOG,EOG Resources Inc.,Energy,Oil & Gas E&P,USD,Large Cap,75.0
Equity,United States,GE,GE,GE Aerospace,Industrials,Aerospace & Defense,USD,Mega Cap,260.0
Equity,United States,RTX,RTX,RTX Corporation,Industrials,Aerospace & Defense,USD,Large Cap,180.0
Equity,United States,BA,BA,Boeing Company,Industrials,Aerospace & Defense,USD,Large Cap,120.0
Equity,United States,HON,HON,Honeywell International,Industrials,Industrial Conglomerates,USD,Large Cap,140.0
Equity,United States,CAT,CAT,Caterpillar Inc.,Industrials,Construction Machinery,USD,Large Cap,190.0
Equity,United States,DE,DE,Deere & Company,Industrials,Agricultural Machinery,USD,Large Cap,130.0
Equity,United States,UPS,UPS,United Parcel Service,Industrials,Air Freight & Logistics,USD,Large Cap,90.0
Equity,United States,UNP,UNP,Union Pacific Corp.,Industrials,Rail Transportation,USD,Large Cap,150.0
Equity,United States,LMT,LMT,Lockheed Martin Corp.,Industrials,Aerospace & Defense,USD,Large Cap,120.0
Equity,United States,LIN,LIN,Linde plc,Materials,Industrial Gases,USD,Mega Cap,220.0
Equity,United States,SHW,SHW,Sherwin-Williams Co.,Materials,Specialty Chemicals,USD,Large Cap,90.0
Equity,United States,FCX,FCX,Freeport-McMoRan Inc.,Materials,Copper,USD,Large Cap,65.0
Equity,United States,NEM,NEM,Newmont Corporation,Materials,Gold Mining,USD,Large Cap,60.0
Equity,United States,APD,APD,Air Products and Chemicals,Materials,Industrial Gases,USD,Large Cap,65.0
Equity,United States,NEE,NEE,NextEra Energy Inc.,Utilities,Electric Utilities,USD,Large Cap,160.0
Equity,United States,SO,SO,Southern Company,Utilities,Electric Utilities,USD,Large Cap,100.0
Equity,United States,DUK,DUK,Duke Energy Corp.,Utilities,Electric Utilities,USD,Large Cap,95.0
Equity,United States,AEP,AEP,American Electric Power,Utilities,Electric Utilities,USD,Large Cap,55.0
Equity,United States,EXC,EXC,Exelon Corporation,Utilities,Electric Utilities,USD,Mid Cap,45.0
Equity,United States,PLD,PLD,Prologis Inc.,Real Estate,Industrial REITs,USD,Large Cap,110.0
Equity,United States,AMT,AMT,American Tower Corp.,Real Estate,Specialized REITs,USD,Large Cap,100.0
Equity,United States,EQIX,EQIX,Equinix Inc.,Real Estate,Specialized REITs,USD,Large Cap,90.0
Equity,United States,SPG,SPG,Simon Property Group,Real Estate,Retail REITs,USD,Large Cap,65.0
Equity,United States,O,O,Realty Income Corp.,Real Estate,Retail REITs,USD,Large Cap,50.0
Equity,United States,PANW,PANW,Palo Alto Networks,Information Technology,Systems Software,USD,Large Cap,130.0
Equity,United States,NOW,NOW,ServiceNow Inc.,Information Technology,Software,USD,Mega Cap,210.0
Equity,United States,INTU,INTU,Intuit Inc.,Information Technology,Software,USD,Large Cap,190.0
Equity,United States,AMAT,AMAT,Applied Materials Inc.,Information Technology,Semiconductor Equipment,USD,Large Cap,170.0
Equity,United States,MU,MU,Micron Technology Inc.,Information Technology,Semiconductors,USD,Large Cap,150.0
Equity,United States,UBER,UBER,Uber Technologies Inc.,Industrials,Passenger Ground Transportation,USD,Large Cap,180.0
Equity,United States,PYPL,PYPL,PayPal Holdings Inc.,Financials,Payments,USD,Large Cap,75.0
Equity,United States,ADP,ADP,Automatic Data Processing,Industrials,Human Resource Services,USD,Large Cap,130.0
Equity,United States,SPGI,SPGI,S&P Global Inc.,Financials,Financial Exchanges & Data,USD,Large Cap,160.0
Equity,United States,ICE,ICE,Intercontinental Exchange,Financials,Financial Exchanges & Data,USD,Large Cap,100.0
Equity,United States,CME,CME,CME Group Inc.,Financials,Financial Exchanges & Data,USD,Large Cap,90.0
Equity,United States,ETN,ETN,Eaton Corporation plc,Industrials,Electrical Equipment,USD,Large Cap,140.0
Equity,United States,EMR,EMR,Emerson Electric Co.,Industrials,Electrical Equipment,USD,Large Cap,75.0
Equity,United States,ITW,ITW,Illinois Tool Works,Industrials,Industrial Machinery,USD,Large Cap,85.0
Equity,United States,GD,GD,General Dynamics Corp.,Industrials,Aerospace & Defense,USD,Large Cap,85.0
Equity,United States,NOC,NOC,Northrop Grumman Corp.,Industrials,Aerospace & Defense,USD,Large Cap,80.0
Equity,United States,CB,CB,Chubb Limited,Financials,Property & Casualty Insurance,USD,Large Cap,115.0
Equity,United States,MMC,MMC,Marsh McLennan,Financials,Insurance Brokers,USD,Large Cap,115.0
Equity,United States,USB,USB,U.S. Bancorp,Financials,Regional Banks,USD,Large Cap,85.0
Equity,United States,PNC,PNC,PNC Financial Services,Financials,Regional Banks,USD,Large Cap,80.0
Equity,United States,CVS,CVS,CVS Health Corporation,Health Care,Health Care Services,USD,Large Cap,90.0
Equity,United States,CI,CI,The Cigna Group,Health Care,Managed Health Care,USD,Large Cap,90.0
Equity,United States,ELV,ELV,Elevance Health Inc.,Health Care,Managed Health Care,USD,Large Cap,100.0
Equity,United States,SYK,SYK,Stryker Corporation,Health Care,Health Care Equipment,USD,Large Cap,150.0
Equity,United States,BSX,BSX,Boston Scientific Corp.,Health Care,Health Care Equipment,USD,Large Cap,140.0
Equity,United States,VRTX,VRTX,Vertex Pharmaceuticals,Health Care,Biotechnology,USD,Large Cap,130.0
Equity,United States,REGN,REGN,Regeneron Pharmaceuticals,Health Care,Biotechnology,USD,Large Cap,90.0
Equity,United States,GILD,GILD,Gilead Sciences Inc.,Health Care,Biotechnology,USD,Large Cap,130.0
Equity,United States,F,F,Ford Motor Company,Consumer Discretionary,Automobiles,USD,Mid Cap,45.0
Equity,United States,GM,GM,General Motors Company,Consumer Discretionary,Automobiles,USD,Large Cap,55.0
Equity,United Kingdom,HSBA,HSBA.L,HSBC Holdings plc,Financials,Diversified Banks,GBP,Large Cap,170.0
Equity,United Kingdom,SHEL,SHEL.L,Shell plc,Energy,Integrated Oil & Gas,GBP,Mega Cap,220.0
Equity,United Kingdom,AZN,AZN.L,AstraZeneca plc,Health Care,Pharmaceuticals,GBP,Mega Cap,240.0
Equity,United Kingdom,BP,BP.L,BP plc,Energy,Integrated Oil & Gas,GBP,Large Cap,90.0
Equity,United Kingdom,ULVR,ULVR.L,Unilever plc,Consumer Staples,Household Products,GBP,Large Cap,130.0
Equity,United Kingdom,GSK,GSK.L,GSK plc,Health Care,Pharmaceuticals,GBP,Large Cap,75.0
Equity,United Kingdom,DGE,DGE.L,Diageo plc,Consumer Staples,Distillers & Vintners,GBP,Large Cap,60.0
Equity,United Kingdom,BATS,BATS.L,British American Tobacco plc,Consumer Staples,Tobacco,GBP,Large Cap,85.0
Equity,United Kingdom,RIO,RIO.L,Rio Tinto plc,Materials,Diversified Mining,GBP,Large Cap,100.0
Equity,United Kingdom,GLEN,GLEN.L,Glencore plc,Materials,Diversified Mining,GBP,Large Cap,55.0
Equity,United Kingdom,BARC,BARC.L,Barclays plc,Financials,Diversified Banks,GBP,Large Cap,55.0
Equity,United Kingdom,LLOY,LLOY.L,Lloyds Banking Group plc,Financials,Diversified Banks,GBP,Large Cap,50.0
Equity,United Kingdom,NWG,NWG.L,NatWest Group plc,Financials,Diversified Banks,GBP,Mid Cap,45.0
Equity,United Kingdom,VOD,VOD.L,Vodafone Group plc,Communication Services,Wireless Telecom,GBP,Mid Cap,25.0
Equity,United Kingdom,BT-A,BT-A.L,BT Group plc,Communication Services,Telecom Services,GBP,Mid Cap,18.0
Equity,United Kingdom,TSCO,TSCO.L,Tesco plc,Consumer Staples,Food Retail,GBP,Mid Cap,30.0
Equity,United Kingdom,NG,NG.L,National Grid plc,Utilities,Multi-Utilities,GBP,Large Cap,55.0
Equity,United Kingdom,SSE,SSE.L,SSE plc,Utilities,Electric Utilities,GBP,Mid Cap,25.0
Equity,United Kingdom,REL,REL.L,RELX plc,Industrials,Research & Consulting,GBP,Large Cap,90.0
Equity,United Kingdom,RKT,RKT.L,Reckitt Benckiser Group plc,Consumer Staples,Household Products,GBP,Mid Cap,35.0
Equity,United Kingdom,CPG,CPG.L,Compass Group plc,Consumer Discretionary,Restaurants,GBP,Large Cap,55.0
Equity,United Kingdom,RR,RR.L,Rolls-Royce Holdings plc,Industrials,Aerospace & Defense,GBP,Large Cap,80.0
Equity,United Kingdom,BA-L,BA.L,BAE Systems plc,Industrials,Aerospace & Defense,GBP,Large Cap,65.0
Equity,United Kingdom,PRU,PRU.L,Prudential plc,Financials,Life Insurance,GBP,Mid Cap,25.0
Equity,United Kingdom,LGEN,LGEN.L,Legal & General Group plc,Financials,Life Insurance,GBP,Mid Cap,18.0
Equity,United Kingdom,AV,AV.L,Aviva plc,Financials,Multi-line Insurance,GBP,Mid Cap,20.0
Equity,United Kingdom,STAN,STAN.L,Standard Chartered plc,Financials,Diversified Banks,GBP,Mid Cap,30.0
Equity,United Kingdom,AAL,AAL.L,Anglo American plc,Materials,Diversified Mining,GBP,Mid Cap,35.0
Equity,United Kingdom,ANTO,ANTO.L,Antofagasta plc,Materials,Copper,GBP,Mid Cap,22.0
Equity,United Kingdom,NXT,NXT.L,Next plc,Consumer Discretionary,Apparel Retail,GBP,Mid Cap,15.0
Equity,United Kingdom,ABF,ABF.L,Associated British Foods plc,Consumer Staples,Packaged Foods,GBP,Mid Cap,22.0
Equity,United Kingdom,EXPN,EXPN.L,Experian plc,Industrials,Research & Consulting,GBP,Mid Cap,40.0
Equity,United Kingdom,HLMA,HLMA.L,Halma plc,Industrials,Electronic Equipment,GBP,Mid Cap,12.0
Equity,United Kingdom,SN,SN.L,Smith & Nephew plc,Health Care,Health Care Equipment,GBP,Mid Cap,10.0
Equity,United Kingdom,LSEG,LSEG.L,London Stock Exchange Group plc,Financials,Financial Exchanges & Data,GBP,Large Cap,55.0
Equity,Germany,SAP,SAP.DE,SAP SE,Information Technology,Software,EUR,Mega Cap,320.0
Equity,Germany,SIE,SIE.DE,Siemens AG,Industrials,Industrial Conglomerates,EUR,Large Cap,160.0
Equity,Germany,ALV,ALV.DE,Allianz SE,Financials,Multi-line Insurance,EUR,Large Cap,150.0
Equity,Germany,DTE,DTE.DE,Deutsche Telekom AG,Communication Services,Telecom Services,EUR,Large Cap,140.0
Equity,Germany,MBG,MBG.DE,Mercedes-Benz Group AG,Consumer Discretionary,Automobiles,EUR,Large Cap,60.0
Equity,Germany,BMW,BMW.DE,Bayerische Motoren Werke AG,Consumer Discretionary,Automobiles,EUR,Large Cap,55.0
Equity,Germany,VOW3,VOW3.DE,Volkswagen AG,Consumer Discretionary,Automobiles,EUR,Large Cap,55.0
Equity,Germany,BAS,BAS.DE,BASF SE,Materials,Diversified Chemicals,EUR,Mid Cap,45.0
Equity,Germany,BAYN,BAYN.DE,Bayer AG,Health Care,Pharmaceuticals,EUR,Mid Cap,30.0
Equity,Germany,DBK,DBK.DE,Deutsche Bank AG,Financials,Diversified Banks,EUR,Mid Cap,40.0
Equity,Germany,CBK,CBK.DE,Commerzbank AG,Financials,Diversified Banks,EUR,Mid Cap,20.0
Equity,Germany,MUV2,MUV2.DE,Munich Re,Financials,Reinsurance,EUR,Large Cap,65.0
Equity,Germany,DB1,DB1.DE,Deutsche Boerse AG,Financials,Financial Exchanges & Data,EUR,Mid Cap,45.0
Equity,Germany,IFX,IFX.DE,Infineon Technologies AG,Information Technology,Semiconductors,EUR,Mid Cap,45.0
Equity,Germany,ADS,ADS.DE,Adidas AG,Consumer Discretionary,Apparel,EUR,Mid Cap,45.0
Equity,Germany,HEN3,HEN3.DE,Henkel AG & Co KGaA,Consumer Staples,Household Products,EUR,Mid Cap,22.0
Equity,Germany,BEI,BEI.DE,Beiersdorf AG,Consumer Staples,Personal Products,EUR,Mid Cap,30.0
Equity,Germany,FRE,FRE.DE,Fresenius SE & Co KGaA,Health Care,Health Care Services,EUR,Mid Cap,20.0
Equity,Germany,MRK-DE,MRK.DE,Merck KGaA,Health Care,Pharmaceuticals,EUR,Large Cap,60.0
Equity,Germany,CON,CON.DE,Continental AG,Consumer Discretionary,Auto Parts,EUR,Small Cap,8.0
Equity,Germany,DHL,DHL.DE,DHL Group,Industrials,Air Freight & Logistics,EUR,Mid Cap,45.0
Equity,Germany,HEI,HEI.DE,Heidelberg Materials AG,Materials,Construction Materials,EUR,Mid Cap,22.0
Equity,Germany,MTX,MTX.DE,MTU Aero Engines AG,Industrials,Aerospace & Defense,EUR,Mid Cap,25.0
Equity,Germany,RHM,RHM.DE,Rheinmetall AG,Industrials,Aerospace & Defense,EUR,Large Cap,55.0
Equity,Germany,ZAL,ZAL.DE,Zalando SE,Consumer Discretionary,Internet Retail,EUR,Small Cap,8.0
Equity,Germany,VNA,VNA.DE,Vonovia SE,Real Estate,Residential REITs,EUR,Mid Cap,25.0
Equity,Germany,SRT3,SRT3.DE,Sartorius AG,Health Care,Life Sciences Tools,EUR,Mid Cap,20.0
Equity,Germany,SY1,SY1.DE,Symrise AG,Materials,Specialty Chemicals,EUR,Mid Cap,15.0
Equity,Germany,BNR,BNR.DE,Brenntag SE,Industrials,Trading Companies,EUR,Small Cap,8.0
Equity,Germany,HNR1,HNR1.DE,Hannover Rueck SE,Financials,Reinsurance,EUR,Mid Cap,35.0
Equity,Germany,QIA,QIA.DE,Qiagen NV,Health Care,Life Sciences Tools,EUR,Mid Cap,10.0
Equity,Germany,P911,P911.DE,Porsche AG,Consumer Discretionary,Automobiles,EUR,Mid Cap,20.0
Equity,Germany,EOAN,EOAN.DE,E.ON SE,Utilities,Multi-Utilities,EUR,Mid Cap,35.0
Equity,Germany,RWE,RWE.DE,RWE AG,Utilities,Electric Utilities,EUR,Mid Cap,25.0
Equity,Germany,AIR,AIR.DE,Airbus SE,Industrials,Aerospace & Defense,EUR,Large Cap,150.0
Equity,Japan,7203,7203.T,Toyota Motor Corporation,Consumer Discretionary,Automobiles,JPY,Mega Cap,260.0
Equity,Japan,6758,6758.T,Sony Group Corporation,Consumer Discretionary,Consumer Electronics,JPY,Large Cap,150.0
Equity,Japan,8306,8306.T,Mitsubishi UFJ Financial Group,Financials,Diversified Banks,JPY,Large Cap,150.0
Equity,Japan,9984,9984.T,SoftBank Group Corp.,Communication Services,Telecom Services,JPY,Large Cap,90.0
Equity,Japan,9434,9434.T,SoftBank Corp.,Communication Services,Wireless Telecom,JPY,Large Cap,65.0
Equity,Japan,6861,6861.T,Keyence Corporation,Information Technology,Electronic Equipment,JPY,Large Cap,130.0
Equity,Japan,7974,7974.T,Nintendo Co. Ltd.,Communication Services,Interactive Home Entertainment,JPY,Large Cap,95.0
Equity,Japan,9983,9983.T,Fast Retailing Co. Ltd.,Consumer Discretionary,Apparel Retail,JPY,Large Cap,95.0
Equity,Japan,8035,8035.T,Tokyo Electron Ltd.,Information Technology,Semiconductor Equipment,JPY,Large Cap,130.0
Equity,Japan,6501,6501.T,Hitachi Ltd.,Industrials,Industrial Conglomerates,JPY,Large Cap,130.0
Equity,Japan,7267,7267.T,Honda Motor Co. Ltd.,Consumer Discretionary,Automobiles,JPY,Large Cap,55.0
Equity,Japan,7201,7201.T,Nissan Motor Co. Ltd.,Consumer Discretionary,Automobiles,JPY,Mid Cap,12.0
Equity,Japan,6752,6752.T,Panasonic Holdings Corp.,Consumer Discretionary,Consumer Electronics,JPY,Mid Cap,25.0
Equity,Japan,7751,7751.T,Canon Inc.,Information Technology,Technology Hardware,JPY,Mid Cap,40.0
Equity,Japan,5401,5401.T,Nippon Steel Corporation,Materials,Steel,JPY,Mid Cap,22.0
Equity,Japan,8058,8058.T,Mitsubishi Corporation,Industrials,Trading Companies,JPY,Large Cap,90.0
Equity,Japan,8031,8031.T,Mitsui & Co. Ltd.,Industrials,Trading Companies,JPY,Large Cap,65.0
Equity,Japan,8001,8001.T,Itochu Corporation,Industrials,Trading Companies,JPY,Large Cap,85.0
Equity,Japan,9433,9433.T,KDDI Corporation,Communication Services,Wireless Telecom,JPY,Large Cap,85.0
Equity,Japan,9432,9432.T,Nippon Telegraph and Telephone,Communication Services,Telecom Services,JPY,Large Cap,90.0
Equity,Japan,4063,4063.T,Shin-Etsu Chemical Co.,Materials,Specialty Chemicals,JPY,Large Cap,100.0
Equity,Japan,4568,4568.T,Daiichi Sankyo Co. Ltd.,Health Care,Pharmaceuticals,JPY,Large Cap,90.0
Equity,Japan,4502,4502.T,Takeda Pharmaceutical Co.,Health Care,Pharmaceuticals,JPY,Large Cap,55.0
