asset_class,market,symbol,yf_ticker,name,gics_sector,industry,currency,market_cap_tier,market_cap_usd_bn
Equity,South Africa,ISA,ISA.JO,ISA Holdings Limited,Industrials,Facilities & Cleaning Services,ZAR,Micro Cap,0.02
Equity,South Africa,RTN,RTN.JO,Rex Trueform Group Limited,Consumer Discretionary,Apparel Manufacturing,ZAR,Micro Cap,0.02
Equity,South Africa,RTO,RTO.JO,Rex Trueform Group Limited,Consumer Discretionary,Apparel Manufacturing,ZAR,Micro Cap,0.02
Equity,South Africa,PPR,PPR.JO,Putprop Limited,Real Estate,Diversified REITs,ZAR,Micro Cap,0.02
Equity,South Africa,CCC,CCC.JO,Cilo Cybin Holdings Limited,Health Care,Pharmaceuticals (Cannabis),ZAR,Micro Cap,0.02
Equity,South Africa,TTO,TTO.JO,Trustco Group Holdings Limited,Financials,Diversified Financial Services,ZAR,Micro Cap,0.02
Equity,South Africa,DLT,DLT.JO,Delta Property Fund Limited,Real Estate,Diversified REITs,ZAR,Micro Cap,0.02
Equity,South Africa,CKS,CKS.JO,Crookes Brothers Limited,Consumer Staples,Agriculture,ZAR,Micro Cap,0.01
Equity,South Africa,CAC,CAC.JO,CAFCA Limited,Industrials,Electrical Cable Manufacturing,ZAR,Micro Cap,0.01
Equity,South Africa,TMT,TMT.JO,Trematon Capital Investments Limited,Financials,Investment Holding Companies,ZAR,Micro Cap,0.01
Equity,South Africa,ISB,ISB.JO,Insimbi Industrial Holdings Limited,Materials,Metal Recycling & Alloys,ZAR,Micro Cap,0.01
Equity,South Africa,RNG,RNG.JO,Randgold & Exploration Company Limited,Materials,Gold Mining,ZAR,Micro Cap,0.01
Equity,South Africa,MHB,MHB.JO,Mahube Infrastructure Limited,Utilities,Renewable Energy Investment,ZAR,Micro Cap,0.01
Equity,South Africa,HUG,HUG.JO,Huge Group Limited,Communication Services,Telecom Services,ZAR,Micro Cap,0.01
Equity,South Africa,PMV,PMV.JO,Primeserv Group Limited,Industrials,Staffing Services,ZAR,Micro Cap,0.01
Equity,South Africa,AON,AON.JO,African and Overseas Enterprises Limited,Consumer Discretionary,Textiles & Investment Holding,ZAR,Micro Cap,0.01
Equity,South Africa,AOO,AOO.JO,African and Overseas Enterprises Limited,Consumer Discretionary,Textiles & Investment Holding,ZAR,Micro Cap,0.01
Equity,South Africa,SOH,SOH.JO,South Ocean Holdings Limited,Consumer Discretionary,Consumer Products Manufacturing,ZAR,Micro Cap,0.01
Equity,South Africa,SEB,SEB.JO,Sebata Holdings Limited,Information Technology,Software (Municipal Services),ZAR,Micro Cap,0.01
Equity,South Africa,NCS,NCS.JO,Nictus Limited,Consumer Discretionary,Furniture Retail,ZAR,Micro Cap,0.01
Equity,South Africa,RHB,RHB.JO,RH Bophelo Limited,Health Care,Health Care Facilities & Investment,ZAR,Micro Cap,0.01
Equity,South Africa,BIK,BIK.JO,Brikor Limited,Materials,Building Materials,ZAR,Micro Cap,0.01
Equity,South Africa,XII,XII.JO,Numeral Limited,Information Technology,Software,ZAR,Micro Cap,0.01
Equity,South Africa,TRL,TRL.JO,Trellidor Holdings Limited,Industrials,Building Products (Security),ZAR,Micro Cap,0.01
Equity,South Africa,SKA,SKA.JO,Shuka Minerals Plc,Materials,Mining Exploration,ZAR,Micro Cap,0.0
Equity,South Africa,MTU,MTU.JO,Mantengu Limited,Materials,Mining (Chrome & Coal),ZAR,Micro Cap,0.0
Equity,South Africa,TLM,TLM.JO,TeleMasters Holdings Limited,Communication Services,Telecom Services,ZAR,Micro Cap,0.0
Equity,South Africa,BAC,BAC.JO,Africa Bitcoin Corporation Limited,Financials,Digital Assets & Investment,ZAR,Micro Cap,0.0
Equity,South Africa,LAB,LAB.JO,Labat Africa Limited,Health Care,Pharmaceuticals (Cannabis),ZAR,Micro Cap,0.0
Equity,South Africa,VIS,VIS.JO,Visual International Holdings Limited,Consumer Discretionary,Furniture Manufacturing,ZAR,Micro Cap,0.0
Equity,South Africa,EUZ,EUZ.JO,Europa Metals Limited,Materials,Mining Exploration,ZAR,Micro Cap,0.0
Equity,South Africa,EEL,EEL.JO,Efora Energy Limited,Energy,Oil & Gas Exploration & Production,ZAR,Micro Cap,0.0
Equity,South Africa,ADW,ADW.JO,African Dawn Capital Limited,Financials,Diversified Financial Services,ZAR,Micro Cap,0.0
Equity,South Africa,SXM,SXM.JO,Sable Exploration and Mining Limited,Materials,Mining Exploration,ZAR,Micro Cap,0.0
